date,district,grade,highest_price_rs_kg,average_price_rs_kg
15.08.2016,Matara,H-2,1700.0,1636.0
15.08.2016,Matara,M-5,1920.0,1885.0
15.08.2016,Badulla,C-4,1700.0,1700.0
15.08.2016,National,C-4,2000.0,1759.88
15.08.2016,National,M-4,1875.0,1580.33
15.08.2016,Ratnapura,C-5 Sp,1950.0,1916.0
15.08.2016,National,M-5,1920.0,1634.33
15.08.2016,National,H-2,1700.0,1491.0
15.08.2016,National,H-1,1800.0,1580.67
15.08.2016,Ratnapura,C-5,1850.0,1833.0
15.08.2016,National,Gorosu,1500.0,1052.0
15.08.2016,National,Alba,2350.0,2142.25
15.08.2016,National,C-5,2100.0,1891.0
15.08.2016,Galle,Alba,2250.0,2220.0
15.08.2016,Colombo,H-2,1650.0,1650.0
15.08.2016,Badulla,Gorosu,1500.0,1000.0
15.08.2016,Galle,C-5 Sp,2100.0,2000.0
15.08.2016,Ratnapura,M-5,1650.0,1633.0
15.08.2016,National,H-Faq,1600.0,1500.0
15.08.2016,Kalutara,Alba,2000.0,1970.0
15.08.2016,National,C-5 Sp,2200.0,1986.8
15.08.2016,Kurunegala,Heen,1300.0,1250.0
15.08.2016,Hambantota,C-5,1950.0,1925.0
15.08.2016,Kalutara,C-5 Sp,1850.0,1835.0
15.08.2016,Ratnapura,Alba,2200.0,2166.0
15.08.2016,Ratnapura,H-1,1550.0,1533.0
15.08.2016,Ratnapura,H-2,1450.0,1420.0
15.08.2016,Ratnapura,C-4,1750.0,1716.0
15.08.2016,Kurunegala,Gorosu,800.0,783.0
15.08.2016,Galle,C-4,1925.0,1900.0
15.08.2016,Matara,C-5,2000.0,1925.0
15.08.2016,National,Heen,1600.0,1275.0
15.08.2016,Kalutara,C-4,1550.0,1500.0
15.08.2016,Hambantota,Gorosu,1650.0,1625.0
15.08.2016,Badulla,Heen,1600.0,1300.0
15.08.2016,Colombo,C-5,2100.0,2100.0
15.08.2016,Gampaha,C-5,1900.0,1900.0
15.08.2016,Gampaha,Gorosu,1300.0,1175.0
15.08.2016,Matara,M-4,1875.0,1838.0
15.08.2016,Kalutara,M-4,1300.0,1270.0
15.08.2016,Kalutara,H-2,1000.0,985.0
15.08.2016,Colombo,H-1,1700.0,1700.0
15.08.2016,Colombo,C-4,2000.0,2000.0
15.08.2016,Gampaha,C-4,1550.0,1475.0
15.08.2016,Matara,H-1,1800.0,1671.0
15.08.2016,Kalutara,M-5,1400.0,1385.0
15.08.2016,Kalutara,C-5,1700.0,1685.0
15.08.2016,Galle,H-1,1730.0,1710.0
15.08.2016,Kalutara,H-1,1200.0,1170.0
23.08.2016,Matara,H-2,1650.0,1613.0
23.08.2016,Badulla,C-4,1750.0,1750.0
23.08.2016,Matara,C-4,1900.0,1850.0
23.08.2016,Hambantota,C-5,1880.0,1865.0
23.08.2016,National,H-2,1700.0,1504.33
23.08.2016,Matara,H-1,1750.0,1690.0
23.08.2016,National,Alba,2350.0,2089.0
23.08.2016,Matara,H-Faq,1500.0,1500.0
23.08.2016,Galle,C-5,1850.0,1820.0
23.08.2016,Ratnapura,M-4,1650.0,1616.0
23.08.2016,Matara,C-5 Sp,2100.0,2010.0
23.08.2016,Kalutara,C-5 Sp,1900.0,1865.0
23.08.2016,National,C-5 Sp,2200.0,1975.0
23.08.2016,Galle,C-4,1800.0,1790.0
23.08.2016,Ratnapura,Alba,2200.0,2133.0
23.08.2016,Kurunegala,Heen,1250.0,1217.0
23.08.2016,National,H-Faq,1500.0,1500.0
23.08.2016,Galle,C-5 Sp,1950.0,1900.0
23.08.2016,National,C-4,2000.0,1758.13
23.08.2016,National,Heen,1600.0,1258.5
23.08.2016,Matara,M-5,1850.0,1807.0
23.08.2016,Hambantota,H-1,1600.0,1575.0
23.08.2016,National,Gorosu,1500.0,1002.0
23.08.2016,Galle,H-2,1650.0,1630.0
23.08.2016,Monaragala,Gorosu,1200.0,1066.0
23.08.2016,Hambantota,C-4,1850.0,1825.0
23.08.2016,National,M-5,1850.0,1612.67
23.08.2016,National,H-1,1800.0,1571.83
23.08.2016,National,M-4,1800.0,1543.0
23.08.2016,Ratnapura,M-5,1650.0,1616.0
23.08.2016,Hambantota,Gorosu,1550.0,1550.0
23.08.2016,Colombo,H-2,1700.0,1700.0
23.08.2016,National,C-5,2100.0,1861.38
23.08.2016,Ratnapura,C-5 Sp,1900.0,1900.0
23.08.2016,Matara,Alba,2350.0,2238.0
23.08.2016,Badulla,Heen,1600.0,1300.0
23.08.2016,Kalutara,C-4,1600.0,1565.0
23.08.2016,Ratnapura,H-1,1550.0,1546.0
23.08.2016,Ratnapura,C-5,1850.0,1823.0
23.08.2016,Gampaha,C-5,1800.0,1800.0
23.08.2016,Kalutara,C-5,1800.0,1750.0
23.08.2016,Matara,M-4,1800.0,1743.0
23.08.2016,Badulla,Gorosu,1500.0,1000.0
23.08.2016,Matara,C-5,1950.0,1933.0
23.08.2016,Kurunegala,Gorosu,800.0,767.0
23.08.2016,Galle,H-1,1680.0,1650.0
23.08.2016,Kalutara,H-2,1100.0,1050.0
23.08.2016,Colombo,H-1,1800.0,1800.0
23.08.2016,Kalutara,M-4,1300.0,1270.0
23.08.2016,Galle,Alba,2020.0,2000.0
23.08.2016,Kalutara,H-1,1200.0,1170.0
23.08.2016,Kalutara,Alba,2000.0,1985.0
23.08.2016,Colombo,C-4,2000.0,2000.0
23.08.2016,Gampaha,C-4,1650.0,1525.0
23.08.2016,Ratnapura,C-4,1780.0,1760.0
23.08.2016,Badulla,C-5,1800.0,1800.0
23.08.2016,Colombo,C-5,2100.0,2100.0
23.08.2016,Kalutara,M-5,1450.0,1415.0
23.08.2016,Ratnapura,H-2,1500.0,1483.0
23.08.2016,Gampaha,Gorosu,1300.0,1175.0
23.08.2016,Colombo,C-5 Sp,2200.0,2200.0
30.08.2016,Colombo,C-4,1800.0,1800.0
30.08.2016,Ratnapura,M-4,1630.0,1610.0
30.08.2016,Gampaha,Gorosu,1000.0,1000.0
30.08.2016,Kalutara,C-4,1650.0,1550.0
30.08.2016,Hambantota,C-4,1850.0,1825.0
30.08.2016,National,M-5,1850.0,1622.67
30.08.2016,Kalutara,Alba,2000.0,1970.0
30.08.2016,National,H-Faq,1600.0,1500.0
30.08.2016,Kalutara,H-1,1200.0,1120.0
30.08.2016,Badulla,C-5,1800.0,1800.0
30.08.2016,National,C-5 Sp,2100.0,1969.6
30.08.2016,Matara,C-4,1890.0,1860.0
30.08.2016,Matara,H-2,1700.0,1617.0
30.08.2016,Hambantota,C-5,1880.0,1865.0
30.08.2016,Matara,C-5 Sp,2100.0,2017.0
30.08.2016,Matara,H-1,1750.0,1658.0
30.08.2016,Matara,Alba,2350.0,2313.0
30.08.2016,Matara,C-5,1950.0,1933.0
30.08.2016,Hambantota,H-1,1600.0,1575.0
30.08.2016,Colombo,H-2,1550.0,1550.0
30.08.2016,Galle,C-5,1940.0,1920.0
30.08.2016,Matara,M-5,1850.0,1823.0
30.08.2016,National,M-4,1800.0,1540.0
30.08.2016,Kalutara,M-4,1300.0,1235.0
30.08.2016,National,Gorosu,1300.0,1037.5
30.08.2016,Monaragala,Gorosu,1200.0,1133.0
30.08.2016,Hambantota,Gorosu,1550.0,1550.0
30.08.2016,Gampaha,C-4,1500.0,1350.0
30.08.2016,Matara,M-4,1800.0,1775.0
30.08.2016,Galle,C-4,1860.0,1855.0
30.08.2016,Matara,H-Faq,1600.0,1500.0
30.08.2016,Kurunegala,Heen,1500.0,1316.0
30.08.2016,Ratnapura,C-5,1850.0,1816.0
30.08.2016,Colombo,H-1,1600.0,1600.0
30.08.2016,Galle,H-1,1660.0,1655.0
30.08.2016,Galle,H-2,1650.0,1625.0
30.08.2016,Kurunegala,Gorosu,850.0,767.0
30.08.2016,Kalutara,H-2,1000.0,985.0
30.08.2016,Kalutara,C-5,1700.0,1670.0
30.08.2016,National,H-1,1750.0,1529.0
30.08.2016,Ratnapura,Alba,2100.0,2100.0
30.08.2016,National,H-2,1700.0,1473.83
30.08.2016,National,C-4,1890.0,1715.38
30.08.2016,Gampaha,C-5,1700.0,1700.0
30.08.2016,National,Heen,1600.0,1433.0
30.08.2016,Ratnapura,H-1,1600.0,1566.0
30.08.2016,National,C-5,1950.0,1825.5
30.08.2016,Ratnapura,M-5,1630.0,1610.0
30.08.2016,Ratnapura,C-5 Sp,1920.0,1906.0
30.08.2016,Badulla,Gorosu,1300.0,1250.0
30.08.2016,Colombo,C-5,1900.0,1900.0
30.08.2016,National,Alba,2350.0,2139.5
30.08.2016,Ratnapura,H-2,1550.0,1516.0
30.08.2016,Galle,Alba,2200.0,2175.0
30.08.2016,Kalutara,M-5,1500.0,1435.0
30.08.2016,Galle,C-5 Sp,2100.0,2075.0
30.08.2016,Kalutara,C-5 Sp,1900.0,1850.0
30.08.2016,Colombo,C-5 Sp,2000.0,2000.0
30.08.2016,Ratnapura,C-4,1800.0,1783.0
30.08.2016,Badulla,C-4,1700.0,1700.0
30.08.2016,Badulla,Heen,1600.0,1550.0
20.09.2016,National,H-2,1650.0,1482.67
20.09.2016,Matara,M-5,1850.0,1850.0
20.09.2016,National,H-Faq,1520.0,1464.0
20.09.2016,Galle,H-1,1650.0,1640.0
20.09.2016,Matara,C-4,1900.0,1890.0
20.09.2016,Matara,H-Faq,1520.0,1464.0
20.09.2016,Hambantota,C-5,1900.0,1887.0
20.09.2016,Matara,C-5 Sp,2200.0,2000.0
20.09.2016,National,C-4,1900.0,1710.43
20.09.2016,Matara,C-5,2000.0,1925.0
20.09.2016,National,C-5,2000.0,1857.43
20.09.2016,Matara,H-1,1800.0,1683.0
20.09.2016,Hambantota,C-4,1750.0,1725.0
20.09.2016,Matara,Alba,2400.0,2338.0
20.09.2016,Hambantota,Gorosu,1600.0,1600.0
20.09.2016,Ratnapura,Alba,2000.0,1983.0
20.09.2016,Monaragala,Gorosu,1400.0,1100.0
20.09.2016,National,H-1,1800.0,1541.5
20.09.2016,National,Heen,1750.0,1305.5
20.09.2016,Galle,Alba,2100.0,2050.0
20.09.2016,Kalutara,H-2,1100.0,1070.0
20.09.2016,Gampaha,Gorosu,1400.0,1100.0
20.09.2016,Colombo,H-2,1500.0,1500.0
20.09.2016,National,C-5 Sp,2200.0,1935.0
20.09.2016,Hambantota,H-1,1630.0,1625.0
20.09.2016,National,Gorosu,1550.0,961.25
20.09.2016,National,M-4,1800.0,1556.0
20.09.2016,Kalutara,H-1,1250.0,1185.0
20.09.2016,Kurunegala,Gorosu,800.0,733.0
20.09.2016,Gampaha,C-5,1800.0,1800.0
20.09.2016,Matara,H-2,1650.0,1616.0
20.09.2016,Ratnapura,M-4,1600.0,1583.0
20.09.2016,Colombo,C-5 Sp,1900.0,1900.0
20.09.2016,Kalutara,C-4,1700.0,1600.0
20.09.2016,Ratnapura,C-4,1750.0,1733.0
20.09.2016,Colombo,C-5,1800.0,1800.0
20.09.2016,Ratnapura,C-5 Sp,1950.0,1920.0
20.09.2016,Kurunegala,Heen,1500.0,1317.0
20.09.2016,Kalutara,C-5,1850.0,1800.0
20.09.2016,Ratnapura,H-1,1600.0,1566.0
20.09.2016,Gampaha,C-4,1600.0,1450.0
20.09.2016,Galle,H-2,1620.0,1610.0
20.09.2016,Ratnapura,M-5,1600.0,1583.0
20.09.2016,Badulla,Heen,1750.0,1294.0
20.09.2016,Ratnapura,H-2,1520.0,1500.0
20.09.2016,Galle,C-4,1880.0,1875.0
20.09.2016,Galle,C-5,1950.0,1925.0
20.09.2016,Colombo,C-4,1700.0,1700.0
20.09.2016,Kalutara,Alba,2000.0,2000.0
20.09.2016,Kalutara,M-4,1350.0,1285.0
20.09.2016,Kalutara,C-5 Sp,1900.0,1885.0
20.09.2016,Ratnapura,C-5,1875.0,1865.0
20.09.2016,Badulla,Gorosu,1550.0,912.0
20.09.2016,National,M-5,1850.0,1639.33
20.09.2016,National,Alba,2400.0,2092.75
20.09.2016,Galle,C-5 Sp,1980.0,1970.0
20.09.2016,Colombo,H-1,1550.0,1550.0
20.09.2016,Matara,M-4,1800.0,1800.0
20.09.2016,Kalutara,M-5,1550.0,1485.0
04.10.2016,Hambantota,H-1,1630.0,1625.0
04.10.2016,Kalutara,Alba,2000.0,2000.0
04.10.2016,Matara,H-2,1650.0,1597.0
04.10.2016,Matara,M-4,1850.0,1800.0
04.10.2016,Matara,H-1,1750.0,1675.0
04.10.2016,Gampaha,C-5,1700.0,1700.0
04.10.2016,National,M-5,1890.0,1616.33
04.10.2016,Kalutara,M-5,1500.0,1470.0
04.10.2016,Galle,H-2,1650.0,1645.0
04.10.2016,Galle,H-1,1670.0,1660.0
04.10.2016,Matara,C-5,2000.0,1950.0
04.10.2016,National,Gorosu,1500.0,972.0
04.10.2016,National,C-5,2000.0,1848.86
04.10.2016,Galle,C-4,1860.0,1850.0
04.10.2016,Colombo,C-4,1850.0,1850.0
04.10.2016,Matara,Alba,2400.0,2338.0
04.10.2016,Kalutara,M-4,1400.0,1370.0
04.10.2016,Matara,H-Faq,1550.0,1460.0
04.10.2016,Galle,C-5 Sp,1970.0,1960.0
04.10.2016,National,Heen,1750.0,1257.0
04.10.2016,Hambantota,C-4,1750.0,1725.0
04.10.2016,National,M-4,1850.0,1562.0
04.10.2016,Kalutara,C-5 Sp,1900.0,1885.0
04.10.2016,Hambantota,Gorosu,1600.0,1600.0
04.10.2016,National,Alba,2400.0,2142.75
04.10.2016,Monaragala,Gorosu,1500.0,1300.0
04.10.2016,National,H-1,1750.0,1560.17
04.10.2016,Galle,C-5,1950.0,1930.0
04.10.2016,Kurunegala,Gorosu,800.0,700.0
04.10.2016,Matara,C-4,1900.0,1895.0
04.10.2016,Matara,C-5 Sp,2200.0,2083.0
04.10.2016,Kalutara,H-1,1300.0,1200.0
04.10.2016,National,C-4,1900.0,1724.29
04.10.2016,Ratnapura,H-1,1550.0,1526.0
04.10.2016,Badulla,Heen,1750.0,1231.0
04.10.2016,Colombo,C-5 Sp,2000.0,2000.0
04.10.2016,Hambantota,C-5,1900.0,1887.0
04.10.2016,Badulla,Gorosu,1450.0,888.0
04.10.2016,Ratnapura,C-4,1750.0,1740.0
04.10.2016,Ratnapura,Alba,2200.0,2183.0
04.10.2016,Ratnapura,M-5,1550.0,1516.0
04.10.2016,Colombo,C-5,1950.0,1950.0
04.10.2016,Ratnapura,H-2,1400.0,1350.0
04.10.2016,Gampaha,Gorosu,1000.0,1000.0
04.10.2016,Colombo,H-1,1675.0,1675.0
04.10.2016,National,H-2,1650.0,1477.0
04.10.2016,Galle,Alba,2100.0,2050.0
04.10.2016,Kalutara,C-4,1600.0,1585.0
04.10.2016,Ratnapura,C-5 Sp,1900.0,1883.0
04.10.2016,Colombo,H-2,1600.0,1600.0
04.10.2016,Gampaha,C-4,1500.0,1425.0
04.10.2016,National,H-Faq,1550.0,1460.0
04.10.2016,Ratnapura,C-5,1830.0,1810.0
04.10.2016,Kalutara,H-2,1100.0,1070.0
04.10.2016,Matara,M-5,1890.0,1863.0
04.10.2016,Kurunegala,Heen,1400.0,1283.0
04.10.2016,National,C-5 Sp,2200.0,1962.2
04.10.2016,Ratnapura,M-4,1550.0,1516.0
04.10.2016,Kalutara,C-5,1750.0,1715.0
11.10.2016,Matara,M-4,1850.0,1817.0
11.10.2016,National,C-4,1950.0,1788.83
11.10.2016,National,M-5,1950.0,1736.5
11.10.2016,Matara,H-2,1650.0,1579.0
11.10.2016,National,Heen,1750.0,1213.5
11.10.2016,Matara,C-5 Sp,2200.0,2100.0
11.10.2016,Hambantota,C-5,1950.0,1950.0
11.10.2016,National,H-2,1690.0,1505.8
11.10.2016,Matara,C-5,2000.0,1958.0
11.10.2016,Hambantota,C-4,1900.0,1900.0
11.10.2016,Matara,C-4,1950.0,1908.0
11.10.2016,Monaragala,Gorosu,1300.0,1100.0
11.10.2016,Matara,H-1,1800.0,1668.0
11.10.2016,Matara,M-5,1950.0,1893.0
11.10.2016,Hambantota,Gorosu,1600.0,1600.0
11.10.2016,Matara,Alba,2400.0,2338.0
11.10.2016,National,H-1,1800.0,1605.6
11.10.2016,National,Gorosu,1400.0,918.75
11.10.2016,Matara,H-Faq,1550.0,1470.0
11.10.2016,National,Alba,2400.0,2161.0
11.10.2016,National,H-Faq,1550.0,1470.0
11.10.2016,National,M-4,1850.0,1623.5
11.10.2016,Hambantota,H-1,1650.0,1640.0
11.10.2016,National,C-5 Sp,2200.0,2055.0
11.10.2016,National,C-5,2100.0,1933.0
11.10.2016,Galle,H-2,1690.0,1680.0
11.10.2016,Colombo,H-2,1600.0,1600.0
11.10.2016,Colombo,C-4,1900.0,1900.0
11.10.2016,Colombo,H-1,1700.0,1700.0
11.10.2016,Colombo,C-5 Sp,2150.0,2150.0
11.10.2016,Gampaha,C-4,1500.0,1410.0
11.10.2016,Kurunegala,Gorosu,800.0,700.0
11.10.2016,Kalutara,Alba,2100.0,2070.0
11.10.2016,Galle,Alba,2100.0,2075.0
11.10.2016,Kalutara,H-1,1350.0,1330.0
11.10.2016,Gampaha,C-5,1750.0,1750.0
11.10.2016,Kalutara,C-4,1750.0,1735.0
11.10.2016,Galle,H-1,1700.0,1690.0
11.10.2016,Kalutara,M-4,1450.0,1430.0
11.10.2016,Galle,C-5,1980.0,1970.0
11.10.2016,Kurunegala,Heen,1400.0,1233.0
11.10.2016,Badulla,Heen,1750.0,1194.0
11.10.2016,Kalutara,H-2,1100.0,1070.0
11.10.2016,Kalutara,M-5,1600.0,1580.0
11.10.2016,Kalutara,C-5,1900.0,1870.0
11.10.2016,Badulla,Gorosu,1400.0,825.0
11.10.2016,Galle,C-5 Sp,2050.0,2040.0
11.10.2016,Gampaha,Gorosu,1100.0,1050.0
11.10.2016,Colombo,C-5,2100.0,2100.0
11.10.2016,Galle,C-4,1900.0,1880.0
11.10.2016,Kalutara,C-5 Sp,1950.0,1930.0
18.10.2016,Matara,M-4,1850.0,1850.0
18.10.2016,Matara,C-5 Sp,2200.0,2050.0
18.10.2016,Ratnapura,M-4,1400.0,1366.0
18.10.2016,Hambantota,C-5,1950.0,1925.0
18.10.2016,Galle,C-4,1950.0,1940.0
18.10.2016,Matara,C-4,1950.0,1892.0
18.10.2016,Matara,C-5,2000.0,1916.0
18.10.2016,Matara,H-2,1610.0,1599.0
18.10.2016,Matara,H-Faq,1550.0,1475.0
18.10.2016,Matara,H-1,1750.0,1660.0
18.10.2016,Kalutara,H-2,1550.0,1550.0
18.10.2016,Matara,M-5,1900.0,1895.0
18.10.2016,Galle,H-2,1750.0,1745.0
18.10.2016,National,H-Faq,1550.0,1475.0
18.10.2016,National,H-1,1760.0,1627.67
18.10.2016,Hambantota,H-1,1650.0,1635.0
18.10.2016,Monaragala,Gorosu,1400.0,1250.0
18.10.2016,National,Alba,2450.0,2187.0
18.10.2016,Hambantota,Gorosu,1600.0,1600.0
18.10.2016,National,M-4,1850.0,1622.0
18.10.2016,National,M-5,1900.0,1628.67
18.10.2016,National,Heen,1700.0,1216.5
18.10.2016,Galle,C-5,2000.0,1990.0
18.10.2016,National,H-2,1750.0,1554.5
18.10.2016,National,Gorosu,1500.0,961.25
18.10.2016,Hambantota,C-4,1900.0,1890.0
18.10.2016,National,C-4,1950.0,1791.0
18.10.2016,National,C-5,2000.0,1889.14
18.10.2016,Galle,Alba,2100.0,2090.0
18.10.2016,Galle,H-1,1760.0,1755.0
18.10.2016,Gampaha,Gorosu,1200.0,1050.0
18.10.2016,Matara,Alba,2450.0,2325.0
18.10.2016,Ratnapura,C-4,1850.0,1840.0
18.10.2016,Ratnapura,H-1,1450.0,1416.0
18.10.2016,National,C-5 Sp,2200.0,2044.6
18.10.2016,Badulla,Heen,1700.0,1250.0
18.10.2016,Colombo,C-5 Sp,2100.0,2100.0
18.10.2016,Ratnapura,M-5,1400.0,1366.0
18.10.2016,Ratnapura,Alba,2200.0,2133.0
18.10.2016,Kurunegala,Heen,1200.0,1183.0
18.10.2016,Galle,C-5 Sp,2050.0,2040.0
18.10.2016,Ratnapura,C-5,1900.0,1893.0
18.10.2016,Kurunegala,Gorosu,750.0,683.0
18.10.2016,Badulla,Gorosu,1500.0,862.0
18.10.2016,Ratnapura,C-5 Sp,1950.0,1933.0
18.10.2016,Kalutara,C-4,1850.0,1700.0
18.10.2016,Ratnapura,H-2,1300.0,1233.0
18.10.2016,Gampaha,C-4,1600.0,1375.0
18.10.2016,Kalutara,Alba,2400.0,2200.0
18.10.2016,Kalutara,H-1,1600.0,1600.0
18.10.2016,Kalutara,M-5,1750.0,1625.0
18.10.2016,Kalutara,M-4,1650.0,1650.0
18.10.2016,Gampaha,C-5,1750.0,1700.0
18.10.2016,Kalutara,C-5,1950.0,1800.0
18.10.2016,Colombo,C-5,2000.0,2000.0
18.10.2016,Colombo,H-1,1700.0,1700.0
18.10.2016,Colombo,H-2,1600.0,1600.0
18.10.2016,Colombo,C-4,1900.0,1900.0
18.10.2016,Kalutara,C-5 Sp,2100.0,2100.0
25.10.2016,Galle,C-4,1950.0,1945.0
25.10.2016,National,Heen,1400.0,1179.0
25.10.2016,Galle,H-1,1760.0,1755.0
25.10.2016,National,M-5,1900.0,1617.67
25.10.2016,Hambantota,C-5,1950.0,1925.0
25.10.2016,Matara,M-5,1900.0,1867.0
25.10.2016,Matara,C-5 Sp,2200.0,2050.0
25.10.2016,Matara,C-5,2000.0,1933.0
25.10.2016,Galle,C-5,2000.0,1990.0
25.10.2016,National,C-4,1950.0,1767.25
25.10.2016,Matara,C-4,1950.0,1905.0
25.10.2016,National,H-1,1760.0,1561.33
25.10.2016,Matara,H-2,1620.0,1593.0
25.10.2016,Galle,H-2,1750.0,1740.0
25.10.2016,National,Alba,2500.0,2210.75
25.10.2016,Matara,M-4,1850.0,1817.0
25.10.2016,National,Gorosu,1500.0,979.25
25.10.2016,Galle,C-5 Sp,2040.0,2030.0
25.10.2016,National,H-2,1750.0,1469.83
25.10.2016,Matara,H-1,1750.0,1678.0
25.10.2016,National,M-4,1850.0,1539.33
25.10.2016,Hambantota,H-1,1650.0,1635.0
25.10.2016,Hambantota,C-4,1900.0,1890.0
25.10.2016,National,C-5,2000.0,1883.43
25.10.2016,National,C-5 Sp,2200.0,1995.2
25.10.2016,National,H-Faq,1550.0,1470.0
25.10.2016,Matara,H-Faq,1550.0,1470.0
25.10.2016,Hambantota,Gorosu,1600.0,1600.0
25.10.2016,Matara,Alba,2450.0,2350.0
25.10.2016,Monaragala,Gorosu,1500.0,1275.0
25.10.2016,Kalutara,C-5,1850.0,1820.0
25.10.2016,Badulla,Gorosu,1300.0,825.0
25.10.2016,Ratnapura,Alba,2500.0,2333.0
25.10.2016,Gampaha,C-4,1400.0,1350.0
25.10.2016,Galle,Alba,2100.0,2090.0
25.10.2016,Gampaha,Gorosu,1100.0,1050.0
25.10.2016,Ratnapura,H-1,1450.0,1450.0
25.10.2016,Ratnapura,M-5,1450.0,1416.0
25.10.2016,Ratnapura,H-2,1300.0,1266.0
25.10.2016,Badulla,C-4,1800.0,1750.0
25.10.2016,Colombo,C-5 Sp,2000.0,2000.0
25.10.2016,Ratnapura,C-4,1800.0,1733.0
25.10.2016,Ratnapura,M-4,1450.0,1416.0
25.10.2016,Ratnapura,C-5 Sp,2000.0,1966.0
25.10.2016,Kurunegala,Gorosu,800.0,767.0
25.10.2016,Kurunegala,Heen,1250.0,1233.0
25.10.2016,Kalutara,C-4,1750.0,1715.0
25.10.2016,Kalutara,H-2,1100.0,1070.0
25.10.2016,Colombo,C-5,1900.0,1900.0
25.10.2016,Colombo,C-4,1850.0,1850.0
25.10.2016,Kalutara,M-4,1450.0,1385.0
25.10.2016,Kalutara,H-1,1300.0,1250.0
25.10.2016,Gampaha,C-5,1700.0,1700.0
25.10.2016,Colombo,H-2,1550.0,1550.0
25.10.2016,Kalutara,Alba,2100.0,2070.0
25.10.2016,Kalutara,M-5,1600.0,1570.0
25.10.2016,Ratnapura,C-5,1950.0,1916.0
25.10.2016,Badulla,Heen,1400.0,1125.0
25.10.2016,Kalutara,C-5 Sp,1950.0,1930.0
25.10.2016,Colombo,H-1,1600.0,1600.0
01.11.2016,Matara,C-4,1900.0,1875.0
01.11.2016,Matara,C-5 Sp,2150.0,2125.0
01.11.2016,National,C-5 Sp,2150.0,2007.75
01.11.2016,Galle,H-2,1750.0,1740.0
01.11.2016,Matara,H-1,1700.0,1675.0
01.11.2016,Matara,H-2,1680.0,1628.0
01.11.2016,National,Alba,2350.0,2123.75
01.11.2016,Hambantota,H-1,1650.0,1635.0
01.11.2016,National,C-5,2000.0,1916.2
01.11.2016,National,H-2,1750.0,1474.2
01.11.2016,Matara,M-4,1810.0,1805.0
01.11.2016,Hambantota,C-5,1950.0,1925.0
01.11.2016,National,C-4,1950.0,1732.29
01.11.2016,National,M-5,1850.0,1618.0
01.11.2016,Hambantota,Gorosu,1600.0,1600.0
01.11.2016,Hambantota,C-4,1900.0,1890.0
01.11.2016,National,M-4,1810.0,1552.0
01.11.2016,Matara,Alba,2350.0,2317.0
01.11.2016,National,Gorosu,1600.0,927.0
01.11.2016,National,H-1,1760.0,1546.2
01.11.2016,Matara,M-5,1850.0,1838.0
01.11.2016,Monaragala,Gorosu,1600.0,1300.0
01.11.2016,Matara,C-5,1950.0,1920.0
01.11.2016,National,Heen,1300.0,1191.5
01.11.2016,Matara,H-Faq,1600.0,1567.0
01.11.2016,National,H-Faq,1600.0,1567.0
01.11.2016,Galle,H-1,1760.0,1755.0
01.11.2016,Badulla,C-4,1800.0,1700.0
01.11.2016,Ratnapura,H-2,1300.0,1233.0
01.11.2016,Galle,C-5 Sp,2030.0,2010.0
01.11.2016,Kalutara,H-1,1350.0,1300.0
01.11.2016,Galle,C-4,1950.0,1945.0
01.11.2016,Ratnapura,M-4,1450.0,1416.0
01.11.2016,Ratnapura,M-5,1450.0,1416.0
01.11.2016,Ratnapura,C-5 Sp,2000.0,1966.0
01.11.2016,Kalutara,M-4,1500.0,1435.0
01.11.2016,Kalutara,H-2,1200.0,1170.0
01.11.2016,Kalutara,C-5,1850.0,1830.0
01.11.2016,Kurunegala,Heen,1300.0,1233.0
01.11.2016,Kalutara,Alba,2100.0,2070.0
01.11.2016,Kalutara,C-5 Sp,1950.0,1930.0
01.11.2016,Ratnapura,C-4,1750.0,1716.0
01.11.2016,Galle,Alba,2100.0,2075.0
01.11.2016,Kurunegala,Gorosu,800.0,750.0
01.11.2016,Gampaha,Gorosu,1100.0,1025.0
01.11.2016,Badulla,Gorosu,800.0,633.0
01.11.2016,Ratnapura,H-1,1400.0,1366.0
01.11.2016,Kalutara,M-5,1650.0,1600.0
01.11.2016,Ratnapura,C-5,1950.0,1916.0
01.11.2016,Gampaha,C-4,1400.0,1300.0
01.11.2016,Galle,C-5,2000.0,1990.0
01.11.2016,Ratnapura,Alba,2100.0,2033.0
01.11.2016,Badulla,Heen,1300.0,1150.0
01.11.2016,Kalutara,C-4,1750.0,1700.0
08.11.2016,Matara,Alba,2450.0,2288.0
08.11.2016,National,C-5,2200.0,1948.57
08.11.2016,Matara,H-1,1700.0,1640.0
08.11.2016,National,M-5,1950.0,1700.0
08.11.2016,Hambantota,C-4,1900.0,1890.0
08.11.2016,Hambantota,C-5,1950.0,1925.0
08.11.2016,National,H-Faq,1550.0,1533.0
08.11.2016,Matara,H-Faq,1550.0,1533.0
08.11.2016,National,C-4,2050.0,1711.29
08.11.2016,National,C-5 Sp,2250.0,2061.6
08.11.2016,National,Alba,2450.0,2141.5
08.11.2016,Ratnapura,M-4,1650.0,1600.0
08.11.2016,National,Heen,1600.0,1244.0
08.11.2016,Galle,Alba,2100.0,2075.0
08.11.2016,Hambantota,H-1,1650.0,1635.0
08.11.2016,National,M-4,1850.0,1665.0
08.11.2016,Matara,C-5 Sp,2250.0,2220.0
