date,district,grade,highest_price_rs_kg,average_price_rs_kg
13.09.2022,Ratnapura,Alba,6000.0,5633.0
13.09.2022,Galle,H-2,3150.0,3125.0
13.09.2022,Hambantota,H-2,3200.0,3150.0
13.09.2022,Matara,H-Faq,3000.0,2900.0
13.09.2022,National,H-2,3300.0,2942.86
13.09.2022,Galle,C-4,3600.0,3550.0
13.09.2022,National,Gorosu,3100.0,1877.0
13.09.2022,National,Alba,6000.0,5377.0
13.09.2022,Monaragala,Heen,1800.0,1700.0
13.09.2022,Monaragala,H-2,2500.0,2450.0
13.09.2022,Matara,C-5 Sp,5000.0,4267.0
13.09.2022,National,H-Faq,3000.0,2900.0
13.09.2022,Hambantota,C-5,3800.0,3775.0
13.09.2022,Matara,M-5,3700.0,3700.0
13.09.2022,Galle,H-1,3250.0,3225.0
13.09.2022,Hambantota,H-1,3300.0,3300.0
13.09.2022,National,C-5 Sp,5000.0,4290.6
13.09.2022,National,M-4,3600.0,3372.67
13.09.2022,National,C-5,4250.0,3622.57
13.09.2022,National,C-4,3900.0,3411.14
13.09.2022,Matara,H-2,3300.0,3175.0
13.09.2022,Matara,H-1,3500.0,3400.0
13.09.2022,Ratnapura,H-1,3200.0,3066.0
13.09.2022,Gampaha,C-4,2500.0,2425.0
13.09.2022,Kalutara,Alba,4800.0,4800.0
13.09.2022,Colombo,C-4,3400.0,3400.0
13.09.2022,Badulla,Heen,3800.0,2791.0
13.09.2022,Kurunegala,Heen,3500.0,3500.0
13.09.2022,National,Heen,3800.0,2663.67
13.09.2022,Gampaha,Gorosu,2400.0,2100.0
13.09.2022,Ratnapura,C-5 Sp,4600.0,4566.0
13.09.2022,Ratnapura,M-5,3600.0,3533.0
13.09.2022,National,M-5,3700.0,3434.33
13.09.2022,Matara,M-4,3600.0,3600.0
13.09.2022,Colombo,C-5 Sp,4100.0,4100.0
13.09.2022,Ratnapura,C-4,3900.0,3733.0
13.09.2022,Ratnapura,C-5,4250.0,4083.0
13.09.2022,Kalutara,M-4,3000.0,2985.0
13.09.2022,Kalutara,C-4,3400.0,3390.0
13.09.2022,Matara,C-5,4000.0,3800.0
13.09.2022,Ratnapura,H-2,3000.0,2900.0
13.09.2022,Kalutara,M-5,3100.0,3070.0
13.09.2022,Ratnapura,M-4,3600.0,3533.0
13.09.2022,Colombo,H-1,3200.0,3200.0
13.09.2022,Badulla,Gorosu,3100.0,2141.0
13.09.2022,Hambantota,C-4,3700.0,3650.0
13.09.2022,Gampaha,C-5,3000.0,2760.0
13.09.2022,Kurunegala,Gorosu,2000.0,1867.0
13.09.2022,Galle,C-5,3700.0,3650.0
13.09.2022,Kalutara,H-2,2800.0,2800.0
13.09.2022,Kalutara,C-5 Sp,4100.0,4070.0
13.09.2022,Kalutara,H-1,2900.0,2900.0
13.09.2022,Colombo,H-2,3000.0,3000.0
13.09.2022,Colombo,C-5,3800.0,3800.0
20.09.2022,Galle,C-5 Sp,4450.0,4425.0
20.09.2022,Matara,H-2,3000.0,2800.0
20.09.2022,Gampaha,C-4,2600.0,2550.0
20.09.2022,Matara,H-1,3100.0,3060.0
20.09.2022,National,C-5,4200.0,3593.75
20.09.2022,Galle,H-2,3100.0,3050.0
20.09.2022,National,H-2,3100.0,2764.71
20.09.2022,Galle,C-5,3650.0,3625.0
20.09.2022,Hambantota,H-1,3000.0,3000.0
20.09.2022,Matara,H-Faq,2600.0,2325.0
20.09.2022,Monaragala,H-2,2300.0,2250.0
20.09.2022,Hambantota,C-5,3600.0,3590.0
20.09.2022,Galle,C-4,3500.0,3500.0
20.09.2022,Kalutara,M-4,3000.0,2985.0
20.09.2022,Badulla,C-5,3600.0,3600.0
20.09.2022,Matara,C-5,4200.0,3825.0
20.09.2022,Monaragala,Gorosu,1500.0,1425.0
20.09.2022,National,C-4,3700.0,3335.43
20.09.2022,National,Alba,5750.0,5236.0
20.09.2022,Matara,Alba,5750.0,5538.0
20.09.2022,National,Gorosu,2200.0,1779.25
20.09.2022,National,M-4,3300.0,3161.67
20.09.2022,National,H-Faq,2600.0,2325.0
20.09.2022,Monaragala,H-1,2600.0,2500.0
20.09.2022,Galle,H-1,3250.0,3200.0
20.09.2022,Matara,C-4,3700.0,3475.0
20.09.2022,National,Heen,3500.0,2550.0
20.09.2022,Matara,M-5,3500.0,3450.0
20.09.2022,Matara,C-5 Sp,5000.0,4667.0
20.09.2022,National,H-1,3250.0,2982.29
20.09.2022,Hambantota,H-2,2800.0,2790.0
20.09.2022,Ratnapura,C-5 Sp,4400.0,4300.0
20.09.2022,Colombo,C-5 Sp,4100.0,4100.0
20.09.2022,Kurunegala,Heen,3500.0,3500.0
20.09.2022,Monaragala,Heen,1800.0,1700.0
20.09.2022,Ratnapura,M-4,3300.0,3250.0
20.09.2022,Ratnapura,C-5,4000.0,3900.0
20.09.2022,Kalutara,C-5,3500.0,3485.0
20.09.2022,Ratnapura,H-1,3050.0,3016.0
20.09.2022,Badulla,Gorosu,2000.0,1750.0
20.09.2022,Ratnapura,C-4,3500.0,3433.0
20.09.2022,Colombo,C-5,3800.0,3800.0
20.09.2022,Kalutara,C-4,3400.0,3390.0
20.09.2022,Colombo,C-4,3500.0,3500.0
20.09.2022,Badulla,Heen,2800.0,2450.0
20.09.2022,Hambantota,C-4,3500.0,3500.0
20.09.2022,Ratnapura,M-5,3300.0,3250.0
20.09.2022,National,C-5 Sp,5000.0,4312.4
20.09.2022,Kurunegala,Gorosu,2000.0,1867.0
20.09.2022,National,M-5,3500.0,3256.67
20.09.2022,Ratnapura,H-2,2800.0,2683.0
20.09.2022,Matara,M-4,3300.0,3250.0
20.09.2022,Ratnapura,Alba,5250.0,5216.0
20.09.2022,Gampaha,Gorosu,2200.0,2075.0
20.09.2022,Gampaha,C-5,3000.0,2925.0
20.09.2022,Galle,Alba,5500.0,5400.0
20.09.2022,Colombo,H-1,3200.0,3200.0
20.09.2022,Kalutara,H-2,2800.0,2780.0
20.09.2022,Kalutara,Alba,4800.0,4790.0
20.09.2022,Kalutara,H-1,2900.0,2900.0
20.09.2022,Kalutara,C-5 Sp,4100.0,4070.0
20.09.2022,Kalutara,M-5,3100.0,3070.0
20.09.2022,Colombo,H-2,3000.0,3000.0
27.09.2022,Matara,Alba,6000.0,5775.0
27.09.2022,Matara,C-5 Sp,5200.0,5067.0
27.09.2022,Matara,M-5,3600.0,3500.0
27.09.2022,Galle,H-1,3100.0,3050.0
27.09.2022,Matara,H-1,3300.0,3180.0
27.09.2022,Galle,H-2,3000.0,3000.0
27.09.2022,Hambantota,C-4,3650.0,3625.0
27.09.2022,Colombo,C-5 Sp,4200.0,4200.0
27.09.2022,Matara,H-Faq,2800.0,2560.0
27.09.2022,Matara,C-5,4500.0,3900.0
27.09.2022,National,Heen,3000.0,2427.67
27.09.2022,Hambantota,H-1,3200.0,3100.0
27.09.2022,Kurunegala,Gorosu,2000.0,1867.0
27.09.2022,Matara,M-4,3500.0,3367.0
27.09.2022,Hambantota,H-2,3000.0,2950.0
27.09.2022,National,H-1,3300.0,3080.43
27.09.2022,Kalutara,C-4,3200.0,3190.0
27.09.2022,National,Gorosu,2200.0,1773.0
27.09.2022,National,Alba,6000.0,5291.25
27.09.2022,National,H-Faq,2800.0,2560.0
27.09.2022,Monaragala,Heen,1800.0,1700.0
27.09.2022,National,H-2,3200.0,2873.29
27.09.2022,Monaragala,Gorosu,1500.0,1425.0
27.09.2022,Galle,C-4,3500.0,3450.0
27.09.2022,Monaragala,H-1,3000.0,3000.0
27.09.2022,Monaragala,H-2,2800.0,2750.0
27.09.2022,Matara,C-4,3700.0,3608.0
27.09.2022,National,C-4,3700.0,3355.57
27.09.2022,Hambantota,C-5,3850.0,3800.0
27.09.2022,Colombo,H-1,3200.0,3200.0
27.09.2022,Kalutara,H-2,2700.0,2700.0
27.09.2022,National,C-5,4500.0,3594.29
27.09.2022,National,M-5,3600.0,3300.75
27.09.2022,Ratnapura,M-4,3200.0,3133.0
27.09.2022,Ratnapura,Alba,5200.0,5150.0
27.09.2022,Badulla,M-5,3500.0,3500.0
27.09.2022,Matara,H-2,3200.0,3013.0
27.09.2022,Ratnapura,H-2,2700.0,2600.0
27.09.2022,Badulla,Heen,3000.0,2583.0
27.09.2022,Badulla,Gorosu,2000.0,1750.0
27.09.2022,Gampaha,Gorosu,2200.0,2050.0
27.09.2022,Ratnapura,C-4,3600.0,3566.0
27.09.2022,Gampaha,C-4,2500.0,2450.0
27.09.2022,Ratnapura,M-5,3200.0,3133.0
27.09.2022,Ratnapura,C-5 Sp,4500.0,4430.0
27.09.2022,Ratnapura,C-5,3950.0,3900.0
27.09.2022,Ratnapura,H-1,3200.0,3133.0
27.09.2022,National,C-5 Sp,5200.0,4512.4
27.09.2022,National,M-4,3500.0,3165.0
27.09.2022,Galle,Alba,5500.0,5450.0
27.09.2022,Colombo,C-5,3900.0,3900.0
27.09.2022,Gampaha,C-5,3000.0,2885.0
27.09.2022,Galle,C-5,3600.0,3525.0
27.09.2022,Kalutara,M-5,3100.0,3070.0
27.09.2022,Kalutara,Alba,4800.0,4790.0
27.09.2022,Kalutara,C-5 Sp,4100.0,4065.0
27.09.2022,Kurunegala,Heen,3000.0,3000.0
27.09.2022,Colombo,H-2,3100.0,3100.0
27.09.2022,Kalutara,M-4,3000.0,2995.0
27.09.2022,Kalutara,H-1,2900.0,2900.0
27.09.2022,Colombo,C-4,3600.0,3600.0
27.09.2022,Kalutara,C-5,3300.0,3250.0
27.09.2022,Galle,C-5 Sp,4900.0,4800.0
04.10.2022,Matara,Alba,6000.0,5875.0
04.10.2022,Hambantota,C-5,3750.0,3725.0
04.10.2022,Matara,H-2,3200.0,3043.0
04.10.2022,Hambantota,C-4,3700.0,3650.0
04.10.2022,Matara,C-5,4200.0,3933.0
04.10.2022,National,H-Faq,2800.0,2625.0
04.10.2022,Galle,C-4,3500.0,3450.0
04.10.2022,Matara,M-5,3600.0,3533.0
04.10.2022,National,Gorosu,3000.0,1868.75
04.10.2022,National,C-4,3800.0,3398.57
04.10.2022,National,H-1,3250.0,3069.43
04.10.2022,Hambantota,H-1,3250.0,3225.0
04.10.2022,Hambantota,H-2,3150.0,3125.0
04.10.2022,Monaragala,Heen,1800.0,1700.0
04.10.2022,National,C-5 Sp,5300.0,4456.4
04.10.2022,Matara,H-Faq,2800.0,2625.0
04.10.2022,Monaragala,H-2,2600.0,2550.0
04.10.2022,National,C-5,4500.0,3694.75
04.10.2022,National,M-5,3600.0,3284.33
04.10.2022,Galle,C-5,3800.0,3750.0
04.10.2022,National,Heen,3400.0,2322.33
04.10.2022,Kalutara,M-5,3100.0,3070.0
04.10.2022,Matara,M-4,3500.0,3433.0
04.10.2022,Matara,C-5 Sp,5300.0,4767.0
04.10.2022,National,M-4,3500.0,3226.0
04.10.2022,Matara,H-1,3200.0,3178.0
04.10.2022,Monaragala,H-1,2800.0,2800.0
04.10.2022,National,H-2,3200.0,2899.71
04.10.2022,Galle,H-1,3200.0,3200.0
04.10.2022,Galle,H-2,3100.0,3050.0
04.10.2022,National,Alba,6000.0,5382.75
04.10.2022,Matara,C-4,3750.0,3625.0
04.10.2022,Ratnapura,C-5,4500.0,4400.0
04.10.2022,Gampaha,C-5,3200.0,3100.0
04.10.2022,Badulla,Gorosu,3000.0,1800.0
04.10.2022,Ratnapura,C-4,3800.0,3600.0
04.10.2022,Kalutara,C-5 Sp,4100.0,4065.0
04.10.2022,Badulla,Heen,3400.0,2467.0
04.10.2022,Colombo,C-5 Sp,4200.0,4200.0
04.10.2022,Gampaha,Gorosu,2600.0,2450.0
04.10.2022,Ratnapura,H-1,3000.0,2983.0
04.10.2022,Ratnapura,C-5 Sp,5000.0,4900.0
04.10.2022,Ratnapura,Alba,5500.0,5416.0
04.10.2022,Kurunegala,Gorosu,1800.0,1800.0
04.10.2022,Kurunegala,Heen,2800.0,2800.0
04.10.2022,Colombo,H-2,3100.0,3100.0
04.10.2022,Monaragala,Gorosu,1500.0,1425.0
04.10.2022,Kalutara,H-2,2700.0,2700.0
04.10.2022,Kalutara,Alba,4800.0,4790.0
04.10.2022,Colombo,C-5,3800.0,3800.0
04.10.2022,Gampaha,C-4,2800.0,2775.0
04.10.2022,Badulla,C-5,3600.0,3600.0
04.10.2022,Kalutara,M-4,3000.0,2995.0
04.10.2022,Kalutara,C-4,3200.0,3190.0
04.10.2022,Ratnapura,M-4,3300.0,3250.0
04.10.2022,Colombo,H-1,3200.0,3200.0
04.10.2022,Galle,C-5 Sp,4400.0,4350.0
04.10.2022,Galle,Alba,5500.0,5450.0
04.10.2022,Ratnapura,H-2,2900.0,2730.0
04.10.2022,Colombo,C-4,3500.0,3500.0
04.10.2022,Kalutara,C-5,3300.0,3250.0
04.10.2022,Kalutara,H-1,2900.0,2900.0
04.10.2022,Ratnapura,M-5,3300.0,3250.0
11.10.2022,Monaragala,H-2,2300.0,2100.0
11.10.2022,National,C-5 Sp,5200.0,4423.0
11.10.2022,National,M-4,3500.0,3231.67
11.10.2022,Ratnapura,Alba,6000.0,5766.0
11.10.2022,Matara,H-1,3300.0,3250.0
11.10.2022,Galle,H-2,3100.0,3050.0
11.10.2022,Matara,H-Faq,3000.0,2625.0
11.10.2022,Matara,Alba,6000.0,5875.0
11.10.2022,Galle,H-1,3400.0,3350.0
11.10.2022,Hambantota,C-5,3700.0,3700.0
11.10.2022,Matara,M-4,3500.0,3450.0
11.10.2022,Matara,M-5,3600.0,3600.0
11.10.2022,Hambantota,H-2,3000.0,3000.0
11.10.2022,Matara,C-5,4800.0,4133.0
11.10.2022,National,C-5,4800.0,3704.13
11.10.2022,National,M-5,3600.0,3306.67
11.10.2022,Hambantota,C-4,3650.0,3625.0
11.10.2022,National,C-4,3800.0,3437.86
11.10.2022,Monaragala,Heen,1700.0,1600.0
11.10.2022,National,H-1,3400.0,3057.14
11.10.2022,National,Heen,3600.0,2233.33
11.10.2022,Ratnapura,C-5,4300.0,4200.0
11.10.2022,National,Gorosu,3000.0,1858.5
11.10.2022,National,H-2,3200.0,2853.0
11.10.2022,Ratnapura,H-1,3150.0,3050.0
11.10.2022,Monaragala,H-1,2500.0,2450.0
11.10.2022,National,Alba,6000.0,5507.75
11.10.2022,Monaragala,Gorosu,1400.0,1325.0
11.10.2022,Kalutara,H-1,2900.0,2900.0
11.10.2022,National,H-Faq,3000.0,2625.0
11.10.2022,Galle,C-5,3800.0,3750.0
11.10.2022,Matara,H-2,3200.0,3121.0
11.10.2022,Kalutara,Alba,4800.0,4790.0
11.10.2022,Ratnapura,M-4,3300.0,3250.0
11.10.2022,Badulla,C-5,3600.0,3600.0
11.10.2022,Badulla,Heen,3600.0,2600.0
11.10.2022,Badulla,Gorosu,3000.0,1884.0
11.10.2022,Colombo,H-1,3300.0,3300.0
11.10.2022,Kalutara,C-5 Sp,4100.0,4065.0
11.10.2022,Ratnapura,M-5,3300.0,3250.0
11.10.2022,Colombo,C-5 Sp,4100.0,4100.0
11.10.2022,Kurunegala,Gorosu,1800.0,1800.0
11.10.2022,Kalutara,C-5,3300.0,3250.0
11.10.2022,Ratnapura,C-5 Sp,4700.0,4600.0
11.10.2022,Galle,C-4,3500.0,3450.0
11.10.2022,Kalutara,M-5,3100.0,3070.0
11.10.2022,Galle,C-5 Sp,4500.0,4450.0
11.10.2022,Ratnapura,H-2,3000.0,2900.0
11.10.2022,Colombo,C-5,4000.0,4000.0
11.10.2022,Gampaha,Gorosu,2600.0,2425.0
11.10.2022,Hambantota,H-1,3100.0,3100.0
11.10.2022,Colombo,H-2,3100.0,3100.0
11.10.2022,Kalutara,H-2,2700.0,2700.0
11.10.2022,Galle,Alba,5700.0,5600.0
11.10.2022,Gampaha,C-4,2800.0,2700.0
11.10.2022,Matara,C-4,3700.0,3650.0
11.10.2022,Kurunegala,Heen,2500.0,2500.0
11.10.2022,Kalutara,C-4,3200.0,3190.0
11.10.2022,Matara,C-5 Sp,5200.0,4900.0
11.10.2022,Ratnapura,C-4,3700.0,3650.0
11.10.2022,Colombo,C-4,3800.0,3800.0
11.10.2022,Kalutara,M-4,3000.0,2995.0
11.10.2022,Gampaha,C-5,3000.0,3000.0
18.10.2022,Matara,H-Faq,2800.0,2625.0
18.10.2022,Hambantota,C-4,3650.0,3625.0
18.10.2022,Galle,C-4,3400.0,3380.0
18.10.2022,National,H-1,3250.0,2989.29
18.10.2022,Matara,M-4,3400.0,3350.0
18.10.2022,Galle,H-2,3050.0,3025.0
18.10.2022,Matara,H-1,3250.0,3175.0
18.10.2022,National,Gorosu,3000.0,1952.0
18.10.2022,Hambantota,H-2,3100.0,3050.0
18.10.2022,Hambantota,H-1,3200.0,3150.0
18.10.2022,National,Alba,6000.0,5489.0
18.10.2022,National,M-4,3400.0,3209.33
18.10.2022,National,C-5 Sp,5400.0,4502.8
18.10.2022,National,C-4,3750.0,3393.43
18.10.2022,National,C-5,5000.0,3687.57
18.10.2022,Matara,C-5,5000.0,4350.0
18.10.2022,Matara,Alba,6000.0,6000.0
18.10.2022,Hambantota,C-5,3700.0,3700.0
18.10.2022,National,Heen,3500.0,2280.33
18.10.2022,Monaragala,H-2,2200.0,2100.0
18.10.2022,National,H-Faq,2800.0,2625.0
18.10.2022,Matara,C-4,3750.0,3658.0
18.10.2022,Monaragala,Gorosu,1500.0,1375.0
18.10.2022,National,M-5,3500.0,3273.33
18.10.2022,Matara,M-5,3500.0,3450.0
18.10.2022,Galle,H-1,3200.0,3150.0
18.10.2022,Monaragala,H-1,2500.0,2400.0
18.10.2022,Matara,C-5 Sp,5400.0,5233.0
18.10.2022,Matara,H-2,3250.0,3064.0
18.10.2022,National,H-2,3250.0,2815.0
18.10.2022,Monaragala,Heen,1700.0,1650.0
18.10.2022,Kalutara,M-4,3000.0,2995.0
18.10.2022,Ratnapura,C-4,3650.0,3566.0
18.10.2022,Galle,Alba,5500.0,5400.0
18.10.2022,Kurunegala,Gorosu,1800.0,1800.0
18.10.2022,Ratnapura,C-5,4100.0,3963.0
18.10.2022,Ratnapura,M-5,3300.0,3300.0
18.10.2022,Ratnapura,H-1,3100.0,3050.0
18.10.2022,Colombo,C-5,3900.0,3900.0
18.10.2022,Kalutara,C-5,3300.0,3250.0
18.10.2022,Gampaha,C-4,2800.0,2735.0
18.10.2022,Badulla,Gorosu,3000.0,2108.0
18.10.2022,Galle,C-5,3600.0,3550.0
18.10.2022,Colombo,H-1,3100.0,3100.0
18.10.2022,Ratnapura,H-2,2900.0,2766.0
18.10.2022,Gampaha,Gorosu,2600.0,2525.0
18.10.2022,Kalutara,H-1,2900.0,2900.0
18.10.2022,Kalutara,M-5,3100.0,3070.0
18.10.2022,Ratnapura,C-5 Sp,4800.0,4666.0
18.10.2022,Kurunegala,Heen,2500.0,2500.0
18.10.2022,Badulla,Heen,3500.0,2691.0
18.10.2022,Kalutara,C-4,3200.0,3190.0
18.10.2022,Galle,C-5 Sp,4500.0,4450.0
18.10.2022,Ratnapura,Alba,6000.0,5766.0
18.10.2022,Colombo,H-2,3000.0,3000.0
18.10.2022,Colombo,C-5 Sp,4100.0,4100.0
18.10.2022,Kalutara,H-2,2700.0,2700.0
18.10.2022,Colombo,C-4,3600.0,3600.0
18.10.2022,Kalutara,Alba,4800.0,4790.0
18.10.2022,Kalutara,C-5 Sp,4100.0,4065.0
18.10.2022,Ratnapura,M-4,3283.0,3283.0
18.10.2022,Gampaha,C-5,3200.0,3100.0
25.10.2022,Galle,C-4,3500.0,3450.0
25.10.2022,Hambantota,H-2,3000.0,3000.0
25.10.2022,Matara,M-4,3500.0,3500.0
25.10.2022,Matara,M-5,3600.0,3600.0
25.10.2022,National,Heen,3500.0,2266.67
25.10.2022,Monaragala,H-1,3000.0,2800.0
25.10.2022,Matara,Alba,6100.0,6025.0
25.10.2022,Matara,H-Faq,3000.0,2625.0
25.10.2022,Galle,H-1,3200.0,3175.0
25.10.2022,National,M-4,3500.0,3194.0
25.10.2022,Monaragala,Heen,1900.0,1800.0
25.10.2022,National,C-4,3800.0,3408.86
25.10.2022,Hambantota,C-4,3650.0,3625.0
25.10.2022,Matara,C-5 Sp,5200.0,4967.0
25.10.2022,National,Gorosu,3000.0,1958.25
25.10.2022,Matara,H-2,3200.0,3100.0
25.10.2022,Matara,H-1,3300.0,3213.0
25.10.2022,Matara,C-4,3800.0,3692.0
25.10.2022,National,Alba,6100.0,5355.0
25.10.2022,Hambantota,H-1,3150.0,3125.0
25.10.2022,National,C-5,4800.0,3787.14
25.10.2022,National,H-2,3200.0,2846.43
25.10.2022,Monaragala,Gorosu,1500.0,1425.0
25.10.2022,Galle,H-2,3050.0,3025.0
25.10.2022,Matara,C-5,4800.0,4300.0
25.10.2022,Monaragala,H-2,2700.0,2600.0
25.10.2022,National,M-5,3600.0,3259.0
25.10.2022,National,C-5 Sp,5200.0,4524.4
25.10.2022,National,H-Faq,3000.0,2625.0
25.10.2022,Hambantota,C-5,3700.0,3700.0
25.10.2022,National,H-1,3300.0,2987.57
25.10.2022,Ratnapura,H-2,2600.0,2500.0
25.10.2022,Colombo,C-4,3800.0,3800.0
25.10.2022,Galle,Alba,5200.0,5100.0
25.10.2022,Kalutara,M-4,3000.0,2995.0
25.10.2022,Gampaha,Gorosu,2600.0,2500.0
25.10.2022,Ratnapura,Alba,6000.0,5500.0
25.10.2022,Badulla,Gorosu,3000.0,1975.0
25.10.2022,Kalutara,Alba,4800.0,4795.0
25.10.2022,Kurunegala,Gorosu,2000.0,1933.0
25.10.2022,Colombo,C-5,4300.0,4300.0
25.10.2022,Ratnapura,M-4,3150.0,3087.0
25.10.2022,Ratnapura,C-4,3500.0,3400.0
25.10.2022,Ratnapura,C-5 Sp,5000.0,4725.0
25.10.2022,Gampaha,C-4,2800.0,2700.0
25.10.2022,Galle,C-5 Sp,4400.0,4350.0
25.10.2022,Badulla,Heen,3500.0,2500.0
25.10.2022,Kalutara,C-5 Sp,4100.0,4080.0
25.10.2022,Kalutara,C-4,3200.0,3195.0
25.10.2022,Ratnapura,C-5,4500.0,4375.0
25.10.2022,Colombo,C-5 Sp,4500.0,4500.0
25.10.2022,Kalutara,M-5,3100.0,3090.0
25.10.2022,Kalutara,H-2,2700.0,2700.0
25.10.2022,Ratnapura,M-5,3150.0,3087.0
25.10.2022,Colombo,H-1,3100.0,3100.0
25.10.2022,Ratnapura,H-1,2700.0,2600.0
25.10.2022,Kalutara,H-1,2900.0,2900.0
25.10.2022,Kalutara,C-5,3300.0,3285.0
25.10.2022,Galle,C-5,3700.0,3650.0
25.10.2022,Gampaha,C-5,3000.0,2900.0
25.10.2022,Kurunegala,Heen,2500.0,2500.0
25.10.2022,Colombo,H-2,3000.0,3000.0
01.11.2022,Matara,H-Faq,2500.0,2375.0
01.11.2022,National,M-5,3650.0,3216.0
01.11.2022,Matara,H-1,3150.0,3113.0
01.11.2022,Matara,M-4,3500.0,3350.0
01.11.2022,National,Gorosu,3000.0,1927.25
01.11.2022,Galle,H-2,3000.0,3000.0
01.11.2022,Hambantota,C-5,3800.0,3750.0
01.11.2022,Monaragala,H-2,2500.0,2400.0
01.11.2022,National,C-5,5100.0,3781.14
01.11.2022,Matara,Alba,6200.0,6075.0
01.11.2022,Matara,H-2,3200.0,3081.0
01.11.2022,National,Alba,6200.0,5488.25
01.11.2022,Hambantota,H-1,3200.0,3150.0
01.11.2022,National,C-4,3900.0,3435.14
01.11.2022,Hambantota,H-2,3050.0,3025.0
01.11.2022,Monaragala,Heen,1900.0,1750.0
01.11.2022,National,Heen,3500.0,2264.0
01.11.2022,Matara,C-4,3900.0,3693.0
01.11.2022,National,H-Faq,2500.0,2375.0
01.11.2022,Hambantota,C-4,3700.0,3650.0
01.11.2022,Monaragala,H-1,2800.0,2600.0
01.11.2022,Matara,M-5,3650.0,3475.0
01.11.2022,National,H-1,3200.0,2986.29
01.11.2022,Monaragala,Gorosu,1500.0,1375.0
01.11.2022,Matara,C-5,5100.0,4300.0
01.11.2022,Galle,H-1,3100.0,3075.0
01.11.2022,National,C-5 Sp,5800.0,4536.0
01.11.2022,National,H-2,3200.0,2819.86
01.11.2022,Galle,C-4,3650.0,3625.0
01.11.2022,National,M-4,3500.0,3142.67
01.11.2022,Matara,C-5 Sp,5800.0,5267.0
01.11.2022,Colombo,C-4,3800.0,3800.0
01.11.2022,Ratnapura,C-5 Sp,4700.0,4683.0
01.11.2022,Ratnapura,H-1,3000.0,2966.0
01.11.2022,Ratnapura,C-5,4150.0,4083.0
01.11.2022,Kurunegala,Gorosu,2000.0,1967.0
01.11.2022,Ratnapura,H-2,2600.0,2533.0
01.11.2022,Ratnapura,M-5,3100.0,3083.0
01.11.2022,Kalutara,Alba,4800.0,4795.0
01.11.2022,Colombo,C-5,4200.0,4200.0
01.11.2022,Badulla,Gorosu,3000.0,1967.0
01.11.2022,Kalutara,M-5,3100.0,3090.0
01.11.2022,Ratnapura,C-4,3450.0,3433.0
01.11.2022,Kalutara,M-4,3000.0,2995.0
01.11.2022,Ratnapura,M-4,3100.0,3083.0
01.11.2022,Kalutara,C-5 Sp,4100.0,4080.0
01.11.2022,Galle,Alba,6000.0,5750.0
01.11.2022,Galle,C-5,3800.0,3750.0
01.11.2022,Kurunegala,Heen,2500.0,2500.0
01.11.2022,Kalutara,H-1,2900.0,2900.0
01.11.2022,Kalutara,C-4,3200.0,3195.0
01.11.2022,Ratnapura,Alba,5500.0,5333.0
01.11.2022,Galle,C-5 Sp,4300.0,4250.0
01.11.2022,Gampaha,C-4,2700.0,2650.0
01.11.2022,Badulla,Heen,3500.0,2542.0
01.11.2022,Colombo,H-2,3000.0,3000.0
01.11.2022,Colombo,C-5 Sp,4400.0,4400.0
01.11.2022,Gampaha,C-5,3200.0,3100.0
01.11.2022,Colombo,H-1,3100.0,3100.0
01.11.2022,Kalutara,C-5,3300.0,3285.0
01.11.2022,Kalutara,H-2,2700.0,2700.0
01.11.2022,Gampaha,Gorosu,2500.0,2400.0
08.11.2022,Monaragala,H-2,2800.0,2700.0
08.11.2022,Matara,Alba,6200.0,6100.0
08.11.2022,Matara,C-4,3750.0,3658.0
08.11.2022,Matara,C-5,4200.0,4000.0
08.11.2022,Hambantota,H-1,3200.0,3150.0
08.11.2022,Matara,M-5,3600.0,3567.0
08.11.2022,Hambantota,H-2,3050.0,3037.0
08.11.2022,Hambantota,C-5,3800.0,3775.0
08.11.2022,Matara,H-2,3100.0,3029.0
08.11.2022,Matara,M-4,3500.0,3433.0
08.11.2022,National,M-4,3500.0,3222.0
08.11.2022,Monaragala,Heen,1800.0,1750.0
08.11.2022,National,H-2,3100.0,2866.57
08.11.2022,Galle,C-4,3700.0,3675.0
08.11.2022,Monaragala,Gorosu,1500.0,1425.0
08.11.2022,Matara,C-5 Sp,5000.0,4767.0
08.11.2022,National,C-5 Sp,5000.0,4524.4
08.11.2022,National,Heen,3500.0,2172.33
08.11.2022,National,M-5,3600.0,3298.33
08.11.2022,Galle,H-2,3100.0,3050.0
08.11.2022,National,Alba,6200.0,5611.25
08.11.2022,National,H-Faq,2900.0,2675.0
08.11.2022,National,Gorosu,3000.0,1916.75
08.11.2022,Matara,H-Faq,2900.0,2675.0
08.11.2022,National,C-5,4300.0,3737.14
08.11.2022,Hambantota,C-4,3650.0,3625.0
08.11.2022,National,C-4,3800.0,3468.29
08.11.2022,Monaragala,H-1,3000.0,3000.0
08.11.2022,Galle,H-1,3150.0,3125.0
08.11.2022,National,H-1,3300.0,3082.14
08.11.2022,Matara,H-1,3300.0,3200.0
08.11.2022,Galle,Alba,6000.0,5750.0
08.11.2022,Ratnapura,H-1,3200.0,3100.0
08.11.2022,Ratnapura,H-2,2700.0,2550.0
08.11.2022,Ratnapura,M-5,3300.0,3238.0
08.11.2022,Ratnapura,C-5,4000.0,3800.0
08.11.2022,Ratnapura,M-4,3300.0,3238.0
